id.orig_h,count
162.216.150.29,2
162.216.150.42,1
162.216.150.9,2
162.221.192.26,15
162.240.100.5,5
162.240.105.70,22
162.240.237.185,4
162.243.128.12,1
162.243.128.49,3
162.243.128.6,3
162.243.129.10,4
162.243.129.21,1
162.243.130.25,12
162.243.131.17,4
162.243.131.31,4
162.243.131.32,13
162.243.131.42,1
162.243.132.21,1
162.243.132.24,3
162.243.132.33,4
162.243.132.7,3
162.243.133.13,6
162.243.133.17,3
162.243.133.35,4
162.243.133.38,13
162.243.133.43,4
162.243.133.47,4
162.243.134.10,4
162.243.134.13,1
162.243.134.17,3
162.243.134.20,4
162.243.135.17,1
162.243.135.22,3
162.243.135.29,4
162.243.135.31,3
162.243.135.9,1
162.243.136.12,4
162.243.136.22,12
162.243.136.35,12
162.243.136.41,5
162.243.136.62,12
162.243.136.79,4
162.243.136.8,1
162.243.137.10,4
162.243.137.16,16
162.243.138.46,3
162.243.139.10,1
162.243.139.18,1
162.243.139.19,7
162.243.139.9,4
162.243.140.28,4
162.243.140.31,1
162.243.140.32,7
162.243.141.12,1
162.243.141.20,6
162.243.141.22,12
162.243.141.24,3
162.243.141.26,1
162.243.141.30,3
162.243.142.16,1
162.243.142.37,16
162.243.142.57,3
162.243.143.39,12
162.243.143.48,12
162.243.143.53,4
162.243.143.60,1
162.243.144.27,8
162.243.144.29,4
162.243.144.4,8
162.243.144.6,4
162.243.144.8,3
162.243.144.9,4
162.243.145.16,1
162.243.145.17,1
162.243.145.44,3
162.243.145.45,16
162.243.145.54,4
162.243.146.13,1
162.243.146.15,3
162.243.146.19,1
162.243.146.29,4
162.243.146.50,3
162.243.147.17,4
162.243.147.4,4
162.243.148.23,4
162.243.148.62,1
162.243.149.11,3
162.243.149.26,4
162.243.150.10,8
162.243.150.12,1
162.243.150.15,4
162.243.150.8,12
162.243.150.9,4
162.243.151.15,2
162.243.151.26,4
162.243.151.35,1
162.243.151.9,4
162.243.152.12,1
162.243.152.15,3
162.243.152.27,4
162.243.152.28,4
162.243.152.45,3
162.243.152.47,3
162.246.16.194,3
162.247.23.22,2
162.33.178.240,66
162.72.52.150,1
163.125.138.80,1
163.172.134.179,4
163.172.31.140,1
163.53.82.150,1
164.164.119.131,10
164.90.140.44,7
164.90.167.180,1
164.90.193.91,2
164.90.199.206,3
164.90.202.89,1
164.92.105.7,3
164.92.117.229,14
164.92.135.38,3
164.92.139.181,8
164.92.218.142,1
164.92.232.89,4
165.154.119.15,3
165.154.119.37,24
165.154.119.44,12
165.154.119.50,1
165.154.119.8,4
165.154.134.201,4
165.154.134.208,4
165.154.172.85,4
165.154.36.96,21
165.173.1.140,1
165.22.109.216,1
165.22.160.197,2
165.22.175.13,2
165.22.230.33,2
165.22.47.52,3
165.22.60.26,6
165.227.136.109,2
165.227.147.215,6
165.227.16.153,3
165.227.172.104,2
165.227.180.205,1
165.227.224.158,10
165.227.234.7,1
165.227.235.24,1
165.227.4.23,2
165.227.47.218,11
165.227.54.206,4
165.227.55.4,6
165.227.56.221,2
165.227.62.247,3
165.227.96.35,5
165.232.104.65,10
165.232.168.206,4
165.232.38.198,1
165.232.42.250,7
165.232.45.71,1
165.232.73.237,9
165.232.98.7,3
165.255.76.81,1
167.172.112.89,6
167.172.155.208,2
167.172.219.157,9
167.172.225.28,4
167.172.250.11,6
167.172.49.169,2
167.172.56.109,1
167.172.59.0,1
167.248.133.123,5
167.248.133.124,96
167.248.133.125,65
167.248.133.126,157
167.248.133.127,86
167.248.133.182,5
167.248.133.183,2
167.248.133.184,8
167.248.133.185,15
167.248.133.186,12
167.248.133.187,19
167.248.133.188,37
167.248.133.189,17
167.248.133.190,50
167.248.133.191,14
167.248.133.33,105
167.248.133.34,104
167.248.133.35,100
167.248.133.36,103
167.248.133.37,82
167.248.133.38,109
167.248.133.49,158
167.248.133.50,45
167.248.133.51,115
167.248.133.52,85
167.71.13.195,1
167.71.133.68,3
167.71.136.32,2
167.71.144.156,2
167.71.196.193,2
167.71.229.198,6
167.71.38.167,1
167.71.38.185,4
167.71.48.214,2
167.86.86.2,5
167.94.138.124,155
167.94.138.125,165
167.94.138.126,82
167.94.138.127,215
167.94.138.33,121
167.94.138.34,83
167.94.138.35,85
167.94.138.36,118
167.94.138.49,83
167.94.138.50,77
167.94.138.51,87
167.94.138.52,127
167.94.145.51,6
167.94.145.53,19
167.94.145.54,19
167.94.145.55,16
167.94.145.56,2
167.94.145.57,114
167.94.145.58,82
167.94.145.59,112
167.94.145.60,97
167.94.146.51,5
167.94.146.52,13
167.94.146.53,50
167.94.146.55,48
167.94.146.56,49
167.94.146.57,120
167.94.146.58,114
167.94.146.59,99
167.94.146.60,156
167.99.112.43,5
167.99.13.19,17
167.99.130.208,1
167.99.177.104,3
167.99.182.71,1
167.99.195.18,10
167.99.197.98,1
167.99.198.163,1
167.99.204.153,1
167.99.220.163,6
167.99.221.63,1
167.99.223.199,5
167.99.228.66,2
167.99.56.95,1
167.99.87.105,1
167.99.87.120,2
167.99.88.40,2
167.99.91.10,4
167.99.92.76,1
167.99.94.199,1
167.99.94.203,1
168.121.107.152,1
168.149.232.116,1
168.195.252.169,1
168.196.145.255,1
168.227.182.66,1
168.228.165.172,1
168.228.166.134,1
168.232.12.218,1
168.232.13.134,1
168.232.13.190,1
168.232.13.194,1
168.232.13.29,1
168.232.14.106,1
168.232.14.142,1
168.232.14.20,1
168.232.15.158,1
168.232.15.238,1
168.232.41.194,1
168.90.162.86,1
169.1.30.6,1
169.255.190.10,1
169.255.26.77,1
170.0.55.75,1
170.106.115.151,1
170.106.115.253,1
170.106.115.55,1
170.106.173.40,2
170.106.174.246,1
170.106.176.49,2
170.187.230.188,3
170.231.196.2,1
170.239.130.215,1
170.254.73.177,1
170.254.73.242,1
170.254.73.243,1
170.254.75.197,1
170.64.130.197,6
170.64.134.120,12
170.64.134.89,3
170.64.144.134,1
170.64.154.131,7
170.64.154.53,7
170.64.166.144,11
170.64.177.164,2
170.64.177.80,7
170.64.183.129,5
170.64.183.148,7
170.64.183.235,2
170.64.187.191,2
170.64.190.223,5
170.64.192.71,5
170.64.192.90,2
170.78.160.230,1
170.79.82.154,1
170.83.105.51,1
170.84.93.122,1
171.116.200.130,1
171.12.10.127,1
171.120.24.138,1
171.22.8.104,1
171.34.176.150,1
171.34.176.191,1
172.104.105.156,1
172.104.11.34,13
172.104.11.4,16
172.104.11.46,13
172.104.11.51,15
172.104.131.24,4
172.104.137.47,40
172.104.210.105,10
172.104.23.201,2
172.104.242.173,1
172.104.78.83,6
172.105.115.245,1
172.105.128.11,15
172.105.128.12,20
172.105.128.13,18
172.105.246.139,69
172.105.77.209,2
172.119.59.220,2
172.233.192.75,1
172.93.111.122,2
172.94.9.202,8
172.94.9.231,4
173.16.242.13,1
173.212.243.253,3
173.214.173.178,20
173.249.31.135,5
173.27.44.36,2
173.33.123.137,1
173.82.142.226,3
174.138.21.175,2
174.4.239.117,1
174.61.119.4,3
175.107.0.69,1
175.107.1.45,1
175.107.13.170,1
175.107.13.35,1
175.107.13.82,1
175.107.13.97,1
175.150.147.68,1
175.152.35.148,1
175.164.148.98,1
175.204.24.234,1
175.214.71.230,1
175.215.144.98,1
176.106.151.156,1
176.108.11.33,1
176.111.174.31,9
176.111.222.88,1
176.112.64.3,1
176.115.241.78,1
176.115.249.220,1
176.119.246.10,1
176.120.99.147,1
176.137.65.234,4
176.142.216.185,4
176.206.165.57,96
176.206.71.181,1758
176.212.68.3,1
176.236.222.231,1
176.241.18.33,4
176.37.132.254,1
176.53.20.44,2
176.58.101.22,1
176.77.117.220,1
176.97.210.105,22
176.97.210.177,1
176.97.210.62,3
177.10.166.136,1
177.124.74.32,1
177.126.58.19,1
177.126.58.43,1
177.126.58.74,1
177.130.56.250,2
177.131.121.228,1
177.131.125.89,1
177.132.54.217,3
177.133.149.217,2
177.155.128.120,1
177.185.102.109,1
177.185.117.136,7
177.185.157.10,1
177.185.157.8,1
177.185.208.178,1
177.190.146.98,1
177.200.16.10,1
177.223.105.201,1
177.46.32.100,1
177.52.26.37,1
177.52.26.62,1
177.52.81.195,1
177.54.82.150,1
177.71.90.71,1
177.75.222.67,1
177.84.174.237,1
177.84.237.26,1
177.84.40.1,1
177.84.40.27,1
177.84.58.150,1
177.92.25.18,1
178.115.232.85,1
178.128.145.129,6
178.128.152.119,21
178.128.167.72,1
178.128.214.24,1
178.128.24.116,5
178.128.40.176,1
178.128.45.252,1
178.128.54.245,1
178.128.84.112,9
178.128.95.222,7
178.130.148.227,1
178.130.163.222,2
178.134.42.162,1
178.137.243.33,1
178.137.75.18,1
178.150.54.4,1
178.155.12.157,1
178.158.249.33,1
178.159.5.52,4
178.163.51.244,1
178.163.79.149,1
178.169.223.216,1
178.19.183.14,1
178.19.39.232,1
178.19.47.116,1
178.19.47.118,1
178.212.49.195,1
178.212.49.26,1
178.212.49.61,1
178.212.53.32,1
178.212.55.14,2
178.214.255.243,1
178.217.101.107,1
178.239.151.105,1
178.32.197.80,5
178.32.197.81,2
178.32.197.82,3
178.32.197.83,1
178.32.197.84,2
178.32.197.85,3
178.32.197.86,4
178.32.197.87,1
178.32.197.88,9
178.32.197.89,1
178.32.197.90,8
178.32.197.91,2
178.32.197.92,3
178.32.197.93,3
178.32.197.94,2
178.32.197.95,3
178.34.119.29,6
178.34.152.14,1
178.34.177.42,1
178.44.164.168,1
178.47.139.59,1
178.48.14.225,4
178.62.1.132,1
178.62.10.234,1
178.62.11.160,1
178.62.21.196,1
178.62.24.231,10
178.62.65.132,1
178.62.71.194,4
178.62.8.201,1
178.62.80.79,1
178.62.81.62,1
178.72.76.182,2
178.79.139.171,47
179.157.248.20,8
179.189.198.129,1
179.191.48.136,1
179.209.10.225,1
179.218.100.228,1
179.38.163.145,1
179.43.142.153,4
179.43.163.132,10
179.43.163.133,2
179.43.163.134,3
179.43.177.244,5
179.43.183.210,4
179.43.190.98,3
179.43.191.194,34
179.49.141.182,1
179.60.147.7,7
179.60.216.19,1
179.62.52.89,2
179.97.245.86,1
18.144.5.131,2
18.144.88.102,1
18.206.234.70,1
18.207.197.135,3
18.215.237.200,10
180.11.132.39,1
180.11.154.1,2
180.149.125.159,13
180.149.125.164,1
180.149.125.165,1
180.149.125.167,6
180.149.125.170,3
180.149.125.171,1
180.149.125.172,2
180.149.125.173,2
180.225.13.60,3
180.241.3.93,1
180.241.47.4,1
180.242.235.180,1
180.244.139.191,1
180.244.160.100,1
180.249.203.147,1
180.46.186.26,1
181.113.120.70,1
181.113.22.6,2
181.115.72.71,1
181.129.137.29,1
181.160.29.7,4
181.191.39.218,1
181.192.18.166,1
181.196.189.126,1
181.197.106.195,1
181.208.252.244,1
181.214.164.109,4
181.228.203.247,1
181.23.144.120,4
181.233.90.151,1
181.236.179.221,1
181.28.110.62,1
181.37.126.89,1
181.41.206.226,10
181.52.206.247,1
181.81.246.129,1
182.114.193.85,1
182.124.74.250,1
182.126.200.80,1
182.126.83.245,1
182.138.158.210,1
182.155.33.79,2
182.155.57.155,1
182.160.124.186,1
182.186.141.143,1
182.208.193.46,1
182.213.145.141,1
182.253.159.0,1
182.253.245.163,1
182.42.60.18,1
182.56.176.35,2
182.92.179.69,1
183.109.114.197,1
183.109.135.203,1
183.109.167.60,1
183.136.225.32,14
183.136.225.42,152
183.136.225.5,80
183.188.107.230,1
183.96.140.185,1
183.97.77.122,1
183.99.132.196,1
184.105.139.100,3
184.105.139.101,1
184.105.139.102,1
184.105.139.103,8
184.105.139.104,1
184.105.139.105,1
184.105.139.106,4
184.105.139.107,1
184.105.139.108,9
184.105.139.110,6
184.105.139.111,2
184.105.139.112,1
184.105.139.113,7
184.105.139.114,6
184.105.139.116,2
184.105.139.117,10
184.105.139.118,1
184.105.139.119,20
184.105.139.120,3
184.105.139.121,2
184.105.139.122,7
184.105.139.123,1
184.105.139.124,10
184.105.139.125,4
184.105.139.126,7
184.105.139.67,15
184.105.139.68,16
184.105.139.69,12
184.105.139.70,1
184.105.139.72,1
184.105.139.73,4
184.105.139.74,1
184.105.139.75,2
184.105.139.76,2
184.105.139.77,2
184.105.139.78,1
184.105.139.79,1
184.105.139.80,4
184.105.139.81,4
184.105.139.82,1
184.105.139.83,6
184.105.139.84,4
184.105.139.85,9
184.105.139.86,2
184.105.139.87,3
184.105.139.88,4
184.105.139.89,2
184.105.139.91,4
184.105.139.92,1
184.105.139.94,1
184.105.139.95,7
184.105.139.97,3
184.105.139.98,1
184.105.247.194,20
184.105.247.195,10
184.105.247.196,11
184.105.247.198,3
184.105.247.199,8
184.105.247.200,7
184.105.247.202,1
184.105.247.203,8
184.105.247.206,1
184.105.247.207,4
184.105.247.208,1
184.105.247.210,3
184.105.247.211,2
184.105.247.212,13
184.105.247.214,3
184.105.247.215,1
184.105.247.218,3
184.105.247.219,2
184.105.247.222,1
184.105.247.224,6
184.105.247.226,2
184.105.247.227,2
184.105.247.228,6
184.105.247.230,1
184.105.247.231,1
184.105.247.234,7
184.105.247.235,23
184.105.247.236,2
184.105.247.238,20
184.105.247.239,8
184.105.247.242,4
184.105.247.243,1
184.105.247.244,26
184.105.247.246,8
184.105.247.247,22
184.105.247.250,1
184.105.247.251,18
184.105.247.252,28
184.105.247.254,20
184.163.11.58,2
184.169.248.151,2
184.56.53.204,1
185.106.94.117,8
185.11.61.117,4
185.131.31.244,2
185.131.31.52,1
185.140.103.104,1
185.141.37.175,1
185.142.236.34,25
185.142.236.35,3
185.142.236.36,10
185.149.35.78,1
185.150.237.43,1
185.151.174.187,1
185.156.46.118,1
185.16.137.171,1
185.16.138.177,1
185.16.138.191,1
185.165.190.34,6
185.168.174.10,1
185.17.0.134,3
185.178.64.12,1
185.18.72.80,1
185.180.140.4,9
185.180.140.5,8
185.180.140.6,14
185.180.143.11,45
185.180.143.12,2
185.180.143.13,3
185.180.143.136,7
185.180.143.137,3
185.180.143.138,4
185.180.143.140,29
185.180.143.141,32
185.180.143.142,7
185.180.143.143,3
185.180.143.145,6
185.180.143.146,1
185.180.143.147,1
185.180.143.18,15
185.180.143.188,18
185.180.143.189,13
185.180.143.190,13
185.180.143.47,1
185.180.143.48,16
185.180.143.49,27
185.180.143.50,16
185.180.143.6,22
185.180.143.7,6
185.180.143.71,16
185.180.143.72,9
185.180.143.73,1
185.180.143.75,3
185.180.143.77,1
185.180.143.79,4
185.180.143.8,3
185.180.143.80,46
185.180.143.81,30
185.181.102.18,3
185.189.182.234,7
185.210.157.84,4
185.214.205.178,1
185.215.60.161,1
185.216.71.6,3
185.218.110.232,1
185.220.101.46,1
185.220.204.126,6
185.220.87.166,1
185.220.87.204,1
185.224.128.113,3
185.224.128.151,23
185.224.128.17,27
185.224.128.219,1
185.225.74.229,2
185.229.65.170,3
185.233.19.101,1
185.233.19.103,1
185.233.19.106,2
185.233.19.107,1
185.233.19.108,1
185.233.19.110,2
185.233.19.114,1
185.233.19.117,1
185.233.19.134,1
185.233.19.135,3
185.233.19.137,2
185.233.19.138,2
185.233.19.140,2
185.233.19.141,1
185.233.19.143,2
185.233.19.146,1
185.233.19.148,2
185.233.19.152,2
185.233.19.153,1
185.233.19.154,1
185.233.19.156,1
185.233.19.157,2
185.233.19.159,1
185.233.19.162,1
185.233.19.163,1
185.233.19.164,1
185.233.19.165,2
185.233.19.166,1
185.233.19.167,1
185.233.19.169,3
185.233.19.172,1
185.233.19.174,1
185.233.19.177,2
185.233.19.182,1
185.233.19.189,1
185.233.19.19,1
185.233.19.191,2
185.233.19.193,3
185.233.19.200,1
185.233.19.201,3
185.233.19.202,1
185.233.19.203,1
185.233.19.204,1
185.233.19.206,1
185.233.19.207,2
185.233.19.208,1
185.233.19.209,1
185.233.19.210,2
185.233.19.212,1
185.233.19.213,2
185.233.19.214,2
185.233.19.215,1
185.233.19.216,2
185.233.19.218,1
185.233.19.219,1
185.233.19.220,1
185.233.19.222,1
185.233.19.223,1
185.233.19.229,2
185.233.19.233,2
185.233.19.235,11
185.233.19.29,1
185.233.19.4,2
185.233.19.44,5
185.233.19.45,1
185.233.19.69,1
185.233.19.72,1
185.233.19.73,1
185.233.19.75,1
185.233.19.76,1
185.233.19.77,1
185.233.19.80,3
185.233.19.95,1
185.233.19.97,1
185.236.228.8,1
185.240.97.239,1
185.252.179.182,12
185.253.160.141,5
185.254.199.55,6
185.254.199.61,6
185.254.199.64,24
185.254.37.7,167
185.255.47.35,1
185.28.155.26,1
185.36.81.33,84
185.38.150.80,3
185.39.182.147,1
185.42.130.111,1
185.44.81.148,1
185.49.106.59,1
185.73.246.68,1
185.78.119.211,1
185.80.32.228,1
185.80.32.80,1
185.83.254.56,2
185.91.127.13,5
185.91.69.110,31
185.94.203.242,1
186.14.48.222,1
186.148.179.250,1
186.156.186.32,1
186.159.1.9,1
186.159.6.114,1
186.177.85.222,1
186.179.100.5,1
186.180.77.178,1
186.193.203.36,1
186.193.243.141,1
186.208.68.110,1
186.219.252.184,23
186.22.30.245,1
186.225.149.78,1
186.225.189.162,1
186.225.35.2,1
186.233.59.20,1
186.233.80.45,4
186.235.250.2,1
186.235.86.102,1
186.249.23.69,1
186.251.228.41,1
186.251.228.5,1
186.33.101.185,1
186.33.101.31,1
186.33.113.213,1
186.33.126.64,1
186.46.168.98,1
186.47.99.138,1
186.89.10.73,2
187.108.91.137,1
187.135.190.76,1
187.149.60.219,1
187.17.201.183,4
187.192.45.140,1
187.2.156.167,4
187.33.160.164,1
187.95.162.250,1
187.95.210.4,1
188.136.169.38,1
188.143.71.189,4
188.149.22.237,1
188.161.10.226,2
188.161.10.97,5
188.161.41.220,5
188.163.102.134,1
188.166.147.225,2
188.166.152.21,1
188.166.152.28,1
188.166.156.23,1
188.166.157.191,1
188.166.174.94,2
188.166.224.57,2
188.166.233.5,2
188.166.251.96,2
188.166.26.88,1
188.166.68.252,6
188.166.71.161,10
188.166.83.222,1
188.172.228.95,5
188.191.191.74,1
188.233.12.119,1
188.235.21.132,1
188.242.31.154,1
188.250.226.14,1
188.252.114.222,1
188.43.201.109,1
188.65.232.32,1
189.101.220.105,3
189.106.247.29,4
189.120.165.60,1
189.126.64.72,1
189.127.145.139,1
189.127.145.175,1
189.127.145.216,1
189.196.45.102,1
189.251.29.161,1
189.251.30.40,1
189.32.30.134,1
189.39.179.9,1
189.50.153.252,1
190.103.55.97,1
190.104.195.210,1
190.109.103.71,1
190.112.206.43,1
190.113.121.44,1
190.113.172.57,4
190.119.85.60,1
190.133.63.176,1
190.137.37.194,2
190.142.231.89,1
190.152.144.182,1
190.181.11.32,2
190.188.38.196,4
190.189.118.109,4
190.205.37.66,1
190.211.252.2,1
190.219.237.235,1
190.230.165.160,3
190.237.11.60,1
190.4.1.150,1
190.57.135.90,1
190.61.80.118,1
190.71.35.50,1
192.140.38.87,1
192.151.153.234,9
192.155.88.231,5
192.155.90.118,17
192.155.90.220,12
192.210.173.131,1
192.241.192.21,4
192.241.192.8,1
192.241.193.34,1
192.241.193.50,1
192.241.193.55,4
192.241.194.100,3
192.241.194.108,4
192.241.194.54,16
192.241.194.9,2
192.241.195.118,12
192.241.195.28,3
192.241.195.5,12
192.241.195.64,3
192.241.195.71,4
192.241.196.108,12
192.241.196.118,3
192.241.196.119,3
192.241.196.121,3
192.241.196.33,4
192.241.196.60,4
192.241.196.96,3
192.241.197.16,3
192.241.197.26,3
192.241.197.4,3
192.241.198.85,4
192.241.199.32,1
192.241.199.96,3
192.241.200.24,4
192.241.200.48,1
192.241.200.65,3
192.241.200.74,3
192.241.201.16,3
192.241.201.4,12
192.241.201.45,4
192.241.201.85,12
192.241.202.14,3
192.241.202.24,5
192.241.202.68,3
192.241.203.18,1
192.241.203.230,1
192.241.203.232,3
192.241.203.43,3
192.241.203.52,4
192.241.204.26,12
192.241.204.39,12
192.241.205.20,3
192.241.206.10,4
192.241.206.18,4
192.241.207.42,8
192.241.207.54,1
192.241.207.57,4
192.241.207.78,1
192.241.207.88,3
192.241.207.99,3
192.241.208.114,1
192.241.208.20,7
192.241.208.60,4
192.241.208.62,4
192.241.209.154,4
192.241.209.158,12
192.241.209.4,1
192.241.209.74,4
192.241.210.38,12
192.241.211.23,3
192.241.211.57,3
192.241.212.32,4
192.241.212.44,3
192.241.213.42,3
192.241.213.67,3
192.241.214.10,1
192.241.214.13,4
192.241.214.35,4
192.241.214.4,12
192.241.215.17,2
192.241.216.10,1
192.241.216.15,4
192.241.216.19,3
192.241.216.41,12
192.241.217.10,1
192.241.217.15,4
192.241.218.14,4
192.241.218.17,4
192.241.218.19,3
192.241.218.41,3
192.241.218.42,1
192.241.218.67,3
192.241.219.29,12
192.241.219.31,12
192.241.219.35,1
192.241.219.37,3
192.241.219.38,12
192.241.219.44,1
192.241.219.51,3
192.241.219.55,3
192.241.220.13,4
192.241.220.15,4
192.241.220.21,4
192.241.220.29,4
192.241.220.39,1
192.241.221.12,2
192.241.221.22,12
192.241.221.6,4
192.241.222.24,3
192.241.222.92,4
192.241.222.99,12
192.241.223.13,4
192.241.223.43,4
192.241.223.55,4
192.241.223.57,4
192.241.223.60,1
192.241.224.15,7
192.241.224.22,3
192.241.224.37,1
192.241.224.9,12
192.241.225.17,3
192.241.225.22,1
192.241.225.73,16
192.241.226.19,12
192.241.226.31,1
192.241.226.34,4
192.241.226.54,4
192.241.226.55,3
192.241.226.6,1
192.241.227.29,3
192.241.227.49,12
192.241.227.55,15
192.241.227.57,3
192.241.227.9,1
192.241.230.19,1
192.241.230.22,1
192.241.230.40,4
192.241.230.8,7
192.241.232.30,4
192.241.232.31,3
192.241.233.35,4
192.241.234.10,6
192.241.234.12,3
192.241.234.19,1
192.241.234.45,3
192.241.234.5,12
192.241.234.9,1
192.241.236.45,12
192.241.236.68,2
192.241.236.73,1
192.241.236.76,1
192.241.236.82,12
192.241.239.32,3
192.241.239.4,4
192.241.239.40,4
192.3.251.169,3
192.53.113.76,1
192.81.216.228,2
193.0.216.158,1
193.106.192.189,1
193.118.53.194,19
193.118.53.91,6
193.141.60.71,5
193.163.116.230,1
193.169.252.220,1
193.177.182.23,2
193.198.158.184,1
193.228.134.137,1
193.30.251.188,1
193.30.251.99,1
193.32.162.189,13
193.32.162.190,58
193.35.18.102,1
193.35.18.107,17
193.35.18.119,1
193.35.18.12,4
193.35.18.187,4
193.35.18.203,6
193.35.18.221,3
193.35.18.244,3
193.35.18.27,12
193.35.18.31,1
193.35.18.33,594
193.35.18.35,1
193.35.18.38,11
193.35.18.51,7
193.35.18.53,1
193.35.18.54,7
193.35.18.76,4
193.35.18.89,5
194.0.91.184,1
194.113.236.177,1
194.140.199.218,4
194.150.175.237,1
194.163.139.8,3
194.163.183.16,16
194.169.170.35,227
194.169.175.180,1
194.190.252.20,1
194.195.114.59,1
194.195.116.114,6
194.208.107.76,1
194.28.226.68,5
194.31.220.130,1
194.50.13.110,1
194.53.114.74,1
194.55.224.149,2
194.60.236.30,1
194.61.28.131,19
194.8.146.75,1
194.87.151.139,8
194.87.151.169,5
194.87.151.56,3
195.114.7.80,1
195.133.61.211,3
195.133.61.214,3
195.135.237.165,1
195.136.157.133,1
195.140.225.108,1
195.144.21.56,9
195.154.171.87,9
195.170.172.128,22
195.170.172.225,11
195.178.120.37,1
195.181.176.130,2
195.181.83.209,1
195.181.91.224,1
195.19.127.83,1
195.20.137.129,1
195.238.123.36,1
195.24.139.150,1
195.64.252.213,1
195.66.156.179,1
195.72.146.215,1
195.95.200.81,84
195.96.137.7,161
195.96.137.8,321
195.96.137.9,152
196.2.14.184,1
196.2.14.215,1
196.2.8.42,1
196.202.194.152,1
196.216.11.157,1
196.219.111.201,1
196.32.110.168,1
197.221.255.232,1
197.231.197.11,1
197.232.43.219,1
197.245.129.215,1
197.248.41.250,1
197.5.145.115,17
197.57.232.217,1
197.59.191.29,1
197.82.219.99,1
198.101.28.95,1
198.144.159.126,212
198.199.100.17,1
198.199.100.40,4
198.199.100.67,4
198.199.100.7,12
198.199.100.86,3
198.199.101.170,3
198.199.101.22,1
198.199.101.62,3
198.199.101.72,3
198.199.102.227,3
198.199.102.69,1
198.199.102.74,3
198.199.102.76,4
198.199.102.83,3
198.199.103.75,4
198.199.104.12,3
198.199.104.59,1
198.199.104.60,1
198.199.104.72,3
198.199.104.76,3
198.199.105.190,4
198.199.105.70,3
198.199.106.102,15
198.199.106.120,3
